tag,n_rows,n_speakers,mean_duration_s
"normal voice, smiling tone",1,1,12.397
dropping to boredom,1,1,16.379
voice warm with joy,1,1,12.531
in mock offense then laughter,1,1,15.315
words tumbling out happily,1,1,13.765
voice building with happiness,1,1,13.811
fading to mumble,1,1,15.859
building resentment,1,1,15.827
cheerful greeting,1,1,13.603
fake impressed,1,1,16.608
wistful undertone,1,1,16.608
increasingly theatrical,1,1,16.608
chuckling lightly,1,1,15.683
sarcasm building,1,1,19.821
"slowly, curiously",1,1,10.672
soft contented hum,1,1,18.301
instructing eagerly,1,1,15.837
urgently happy,1,1,15.837
victory cry,1,1,14.653
euphorically shouting,1,1,14.320
joyfully yelling,1,1,14.320
voice rising in protest,1,1,15.880
competitive whisper,1,1,12.232
summary tone,1,1,24.371
negotiating voice,1,1,14.160
accusingly silly,1,1,14.160
nostalgically soft,1,1,13.960
wise and warm,1,1,14.421
gentle warning tone,1,1,17.091
calmly encouraging,1,1,13.144
watching carefully,1,1,14.741
"short, sharp laugh",1,1,14.032
cheerfully concluding,1,1,11.120
amused and bright,1,1,11.120
exploding with shared happiness,1,1,14.181
voice soaring with satisfaction,1,1,14.181
in a coaxing tone,1,1,14.352
crescendoing with delight,1,1,16.203
casual confidence,1,1,13.821
moved and thrilled,1,1,15.864
dripping with false sincerity,1,1,15.840
radiating enthusiasm,1,1,15.763
voice lifting encouragingly,1,1,15.763
excitedly affirming,1,1,14.731
building to a peak,1,1,14.731
getting shrill,1,1,17.731
pointed tone,1,1,15.235
"israeli accent, frustrated growl",1,1,14.051
slyly optimistic,1,1,16.752
dropping to confidential tone,1,1,16.320
defensive and quick,1,1,16.779
wheedling voice,1,1,17.549
"israeli accent, quietly devastating",1,1,18.272
turning away,1,1,18.272
"hispanic accent, sympathetic whisper",1,1,17.211
"back to accent, louder",1,1,17.211
diplomatic,1,1,17.992
quickly losing momentum,1,1,12.155
wheezy laugh,1,1,13.781
reassuringly calm,1,1,21.021
grudgingly accepting,1,1,18.360
"hispanic accent, authoritative boom",1,1,17.984
"hispanic accent, grand finale",1,1,17.072
"hispanic accent, firm declaration",1,1,18.771
"back to accent, steadily",1,1,18.771
"african-american accent, enthusiastically",1,1,12.381
"african-american accent, reflectively",1,1,13.131
"back to accent, strongly",1,1,18.941
"hispanic accent, moved whisper",1,1,18.941
squeaky and fast,1,1,21.621
"african-american accent, emphatically",1,1,12.472
"in african-american accent, firmly",1,1,13.712
voice growing cynical,1,1,13.712
"hispanic accent, enthusiastically",1,1,19.333
"back to accent, lighter",1,1,19.333
dropping to serious whisper,1,1,19.333
"hispanic accent, reassuring",1,1,19.291
"african-american accent, knowingly",1,1,14.421
hiccups nervously,1,1,21.741
high-pitched whimpering,1,1,23.051
doubtful drawl,1,1,23.171
blubbering gratefully,1,1,22.680
cold certainty,1,1,20.712
descending to whisper,1,1,24.621
skeptical squeak,1,1,24.621
anguished yell,1,1,17.331
dramatically sighs,1,1,16.971
forceful shout,1,1,19.611
purring malice,1,1,22.192
booming conviction,1,1,18.251
huffs indignantly,1,1,16.395
professorial,1,1,19.752
desperate bellow,1,1,21.752
voice dropping suddenly,1,1,24.661
delicious hum,1,1,23.984
repeating stronger,1,1,17.432
building to excited shriek,1,1,23.891
wavering heavily,1,1,19.080
hurried agreement,1,1,23.461
voice shaking throughout,1,1,23.461
shriek-laugh,1,1,19.531
voice getting hoarse,1,1,23.861
talking rapidly with excitement,1,1,12.731
ending strongly,1,1,14.632
voice blooming outward,1,1,16.931
breathless with gratitude,1,1,15.632
more joyous,1,1,12.781
voice softening to awe,1,1,18.720
voice rising to a screech,1,1,13.421
singing out happily,1,1,14.781
nervously happy,1,1,14.421
voice skipping with anticipation,1,1,14.603
demonstrating excitement,1,1,12.440
clapping enthusiastically,1,1,17.291
whispered eagerly,1,1,19.755
excitedly determined,1,1,16.032
joyful realization,1,1,16.392
composed but thrilled,1,1,16.920
even happier,1,1,15.995
sympathetically cheerful,1,1,17.451
"regular volume, curious",1,1,17.931
bouncing slightly,1,1,16.611
getting aggressive,1,1,11.280
louder with glee,1,1,15.192
delightfully shocked,1,1,15.192
hopefully excited,1,1,19.512
softly amazed,1,1,17.731
cheerfully dramatic,1,1,18.901
seriously slower,1,1,17.592
disbelieving whisper,1,1,17.411
hopeful but scared,1,1,17.872
genuine chuckle,1,1,12.421
voice dropping then soaring,1,1,17.432
hiccupping through laughter,1,1,17.432
"slowly, worried",1,1,16.851
"firmly, proud",1,1,18.331
"solemnly, then brightening",1,1,15.461
catastrophizing,1,1,17.200
"softer, determined",1,1,17.083
almost whispering in awe,1,1,20.731
laughing through sniffles,1,1,18.091
indignant but playful,1,1,18.091
words spilling out with giddiness,1,1,16.891
voice rising like bubbles,1,1,15.152
ending with delighted squeals,1,1,15.741
"more quietly, tender",1,1,16.760
tumbling into giggles,1,1,13.672
fading to professional,1,1,13.101
genuine laughter breaking through,1,1,13.101
quieting with wonder,1,1,22.083
professional but tired,1,1,15.531
"defensive start, then softening",1,1,14.312
"nostalgic, then brightening",1,1,20.891
voice reaching peaks of happiness,1,1,15.352
crescendoing with pure joy,1,1,15.352
ending in celebratory cheers,1,1,15.352
surprised pleasure,1,1,14.771
relieved exhale into speech,1,1,15.432
mumbling calculations,1,1,15.432
voice suddenly dropping,1,1,11.179
"spanish accent, growing excited",1,1,11.179
"spanish accent, amazed whisper",1,1,12.501
menacingly soft,1,1,16.051
"spanish accent, amused grunt",1,1,16.051
diplomatic rhythm,1,1,17.824
"spanish accent, agitated",1,1,13.080
voice quivering with rage,1,1,18.792
both actors laughing,1,1,16.472
"spanish accent, playful",1,1,16.472
voice dripping condescension,1,1,18.931
"spanish accent, continuing",1,1,14.339
"spanish accent, regretfully",1,1,14.720
quickly furious,1,1,11.723
descending to mumbling,1,1,15.840
"spanish accent, exhausted tone",1,1,14.320
"spanish accent, condescending laugh",1,1,21.872
"spanish accent, explosive shout",1,1,20.131
"spanish accent, one last time, peacefully",1,1,17.909
ending in tired laughter,1,1,17.909
spanish accent again,1,1,16.621
"spanish accent, correcting",1,1,13.651
"jamaican patois, voice building with pride",1,1,15.648
voice gradually warming,1,1,13.912
"spanish accent, contemplative whisper",1,1,13.912
"spanish accent, sharp exhale",1,1,18.611
"jamaican patois, surprised pleasure",1,1,17.800
voice rising with disdain,1,1,17.520
trailing sadly,1,1,18.971
voice rumbling with anger,1,1,16.240
"spanish accent, older sounding",1,1,20.091
voice gradually deflating,1,1,17.843
"spanish accent, sudden vulnerability",1,1,17.843
barely audible whisper,1,1,15.731
"spanish accent, amused tone",1,1,17.651
perking up mid-sentence,1,1,14.101
gravelly with exhaustion,1,1,14.101
calmer voice,1,1,19.000
crescendo of pride,1,1,14.771
"posh british accent, slightly flustered",1,1,13.400
in broken syllables,1,1,17.312
"jamaican patois, heavy with memory",1,1,25.149
picking up tempo,1,1,18.320
"posh british accent, thunderously",1,1,14.552
"jamaican patois, sad wisdom",1,1,24.861
voice barely above a whisper,1,1,18.011
"posh british accent, ominously quiet",1,1,18.011
"eastern european accent, voice trembling",1,1,15.331
voice becoming more defensive,1,1,15.451
very pleased,1,1,17.891
through streaming tears,1,1,21.712
crying uncontrollably,1,1,17.472
words spilling out between sobs,1,1,17.472
sniffling deeply,1,1,19.691
"in eastern european accent, indignant tone",1,1,18.272
"spanish accent, authoritative tone",1,1,13.555
"spanish accent, voice rising impatiently",1,1,11.701
"spanish accent, frustrated groan",1,1,13.061
"spanish accent, incredulous laughter",1,1,14.232
"spanish accent, mocking",1,1,17.061
"eastern european accent, warming up",1,1,17.811
"spanish accent, conciliatory",1,1,15.560
"normal voice, apologetic whisper",1,1,18.371
"spanish accent, defensive growl",1,1,18.371
"eastern european accent, laughing warmly",1,1,22.821
barely breathing between tears,1,1,20.811
shaking breath,1,1,20.811
"in spanish accent, passionate",1,1,17.571
"japanese accent, more controlled",1,1,17.771
"spanish accent, softening",1,1,18.552
words becoming more careful,1,1,18.195
"spanish accent, smiling in voice",1,1,17.923
"spanish accent, voice trembling with rage",1,1,12.731
"japanese accent, carefully neutral",1,1,16.381
"japanese accent, lowered voice",1,1,15.920
"japanese accent, quiet dignity",1,1,17.832
gentle mocking,1,1,14.749
"spanish accent, tired",1,1,20.072
"spanish accent, relieved exhale",1,1,19.717
words becoming precise,1,1,17.240
"japanese accent, businesslike tone",1,1,17.240
"spanish accent, icily",1,1,17.709
gradually speeding up,1,1,12.792
voice dropping to tender,1,1,15.379
"japanese accent, uncomfortable",1,1,20.781
voice wavering between formal and personal,1,1,20.781
through exhausted tears,1,1,21.571
with relief,1,1,15.120
"spanish accent, unbothered",1,1,16.253
"spanish accent, skeptically",1,1,16.024
"japanese accent, pained voice",1,1,19.661
melodically speaking,1,1,17.491
bitter disbelief,1,1,17.016
building anger with each word,1,1,17.016
voice rising and falling with melody,1,1,15.752
worried and rushed,1,1,9.779
voice rocketing upward,1,1,17.840
amazed admiration,1,1,14.768
explosive gasp,1,1,14.379
helpful chuckle,1,1,14.851
with relish,1,1,14.147
innocent,1,1,12.499
slowly dawning pride,1,1,12.499
obedient,1,1,11.224
troubleshooting mode,1,1,17.821
helpful energy,1,1,17.717
wrapping up warmly,1,1,17.717
proclaming loudly,1,1,9.032
sincerely overjoyed,1,1,11.581
"fake offended, then laughing",1,1,11.581
demanding joyfully,1,1,11.363
quick and light,1,1,12.248
faint sigh,1,1,4.653
labored inhale,1,1,4.653
pronouncing dramatically,1,1,23.032
louder with emotion,1,1,11.677
hiccupping through tears,1,1,11.677
step-by-step voice,1,1,20.211
shallow breath,1,1,6.275
faint wheeze,1,1,6.275
laughing sadly,1,1,12.496
radiating positivity,1,1,12.035
irregular breath,1,1,10.275
declarative,1,1,10.845
"rhythmic, bouncing tone",1,1,13.635
sensuously,1,1,11.939
breathless pause,1,1,11.939
continued silence,1,1,15.261
faint breathing,1,1,15.261
rapidly sharing,1,1,12.803
provocatively,1,1,14.541
imitating cheerfully,1,1,10.216
honest tone,1,1,13.843
hushed gasp,1,1,17.565
enthusiastic revelation,1,1,11.203
rhythmic breathing,1,1,20.131
loving tone,1,1,13.357
final gasp,1,1,17.677
amazed squeal,1,1,12.237
slight wheeze,1,1,15.283
voice pitching up and down,1,1,12.648
playfully secretive,1,1,11.939
voice dropping to excited whisper,1,1,12.936
each word distinct and emphatic,1,1,15.843
bubbling over with joy,1,1,15.843
beaming proudly,1,1,9.635
voice softening to tenderness,1,1,11.091
voice glowing with appreciation,1,1,15.411
building to joyful conclusion,1,1,15.411
shaking with enthusiasm,1,1,16.568
pitch climbing,1,1,13.565
nearly screaming,1,1,16.083
businesslike pace,1,1,12.744
rapidly deteriorating into babbling,1,1,13.656
voice wobbling slightly,1,1,12.195
controlled excitement,1,1,12.147
building with each word,1,1,12.147
heated,1,1,12.904
reverently soft,1,1,19.853
voice trembling with awe,1,1,18.632
in quiet amazement,1,1,16.051
"american accent, patronizing",1,1,23.227
voice becoming modest,1,1,15.920
"brazilian accent, voice cracking",1,1,19.155
hushed revelation,1,1,19.579
hesitating,1,1,19.720
"american accent, shouting back",1,1,18.627
voice moderating quickly,1,1,18.627
hollow cheerfulness,1,1,18.069
"american accent, attempting warmth",1,1,18.069
"american accent, joyful",1,1,17.408
more jovially,1,1,23.341
"american accent, booming voice",1,1,23.341
"american accent, conciliatory tone",1,1,22.216
"american accent, stammering",1,1,20.547
exhausted defeat,1,1,26.285
voice rising with skepticism,1,1,16.533
"american accent, with finality",1,1,16.725
"american accent, decisively",1,1,18.829
"american accent, uneasy",1,1,22.667
"american accent, nervously",1,1,16.909
"american accent, defeated whisper",1,1,16.184
"american accent, warming slightly",1,1,16.459
"american accent, moved",1,1,20.584
"american accent, softer now",1,1,21.291
voice straining with frustration,1,1,23.285
"american accent, sighing heavily",1,1,23.285
"american accent, voice cracking",1,1,13.635
fist-slam sound,1,1,20.864
"american accent, relieved but annoyed",1,1,15.848
"in american accent, smugly",1,1,20.504
"texas drawl, commanding",1,1,22.544
"american accent, exhaustedly",1,1,19.909
"american accent, quiet intensity",1,1,17.067
"american accent, condescendingly slow",1,1,21.440
"texas drawl, weary",1,1,24.013
"texas accent, resigned chuckle",1,1,23.483
"northern irish accent, curious",1,1,15.405
"more quietly, bitterly",1,1,14.835
dizzy with happiness,1,1,22.856
whisper becoming scream,1,1,20.464
starting confident then faltering,1,1,21.293
"american accent, sympathetic but firm",1,1,18.917
"american accent, steady",1,1,21.144
"american accent, tired laugh",1,1,18.760
"texas drawl, sarcastically",1,1,22.768
"eastern european accent, teasing",1,1,18.667
"american accent, cutting tone",1,1,22.467
lazy amusement,1,1,20.928
sighs pleasurably,1,1,25.008
melodic cruelty,1,1,25.008
giggles wickedly,1,1,21.109
sultry danger,1,1,21.109
"american accent, gentler tone",1,1,20.440
soft cough,1,1,23.499
"quieter, nostalgic",1,1,20.957
voice becoming resigned,1,1,21.363
"eastern european accent, skeptically",1,1,24.205
becoming heated,1,1,24.205
"in eastern european accent, formally",1,1,21.475
"in northern irish accent, measured tone",1,1,22.699
"back in accent, softer",1,1,18.699
"texas drawl, exhausted",1,1,30.624
"brazilian accent, excited burst",1,1,17.821
"american accent, measured",1,1,20.344
"texas accent, defensive grunt",1,1,32.440
"in american accent, presidential tone",1,1,21.416
exclaimed,1,1,17.120
voice rising sternly,1,1,21.717
"american accent, formal",1,1,21.717
curious lift,1,1,20.109
"brazilian accent, wonder in voice",1,1,20.109
with humor,1,1,14.112
voice muffled,1,1,16.451
"slower, emphasizing",1,1,25.077
clear tone,1,1,31.451
breathless with laughter,1,1,17.565
cheerfully closing,1,1,16.067
"filipino accent, voice rising defensively",1,1,3.792
warm nostalgia,1,1,15.731
crescendoing with glee,1,1,18.587
"filipino accent, gentle tone",1,1,4.371
"brazilian accent, quieter",1,1,20.725
snorting with joy,1,1,13.171
voice brightening halfway through,1,1,19.960
tentatively happy,1,1,19.960
exhales softly,1,1,14.960
dropping to gentle murmur,1,1,14.141
"filipino accent, rapidly",1,1,4.061
excited interruption,1,1,4.061
voice soaring then dropping playfully,1,1,19.795
"brazilian accent, emotional quiver",1,1,22.976
"brazilian accent, building excitement",1,1,22.376
"hispanic accent, trembling with rage",1,1,6.451
"brazilian accent, emotional",1,1,24.808
each word more confident,1,1,20.160
recovering enthusiasm,1,1,16.771
voice catches,1,1,15.691
volume building,1,1,3.133
ending with excitement,1,1,12.491
"american accent, offended gasp",1,1,26.483
voice getting higher with joy,1,1,13.000
laughing and clapping,1,1,12.800
accepting,1,1,13.712
defensive but bright,1,1,18.360
"jamaican accent, firm",1,1,3.261
"jamaican accent, gentler now",1,1,3.392
